"concurso","data","ordem","bola"
180,1999-08-14,1,39
180,1999-08-14,2,6
180,1999-08-14,3,29
180,1999-08-14,4,60
180,1999-08-14,5,51
180,1999-08-14,6,23
181,1999-08-21,1,33
181,1999-08-21,2,1
181,1999-08-21,3,55
181,1999-08-21,4,35
181,1999-08-21,5,51
181,1999-08-21,6,27
182,1999-08-28,1,46
182,1999-08-28,2,60
182,1999-08-28,3,5
182,1999-08-28,4,10
182,1999-08-28,5,28
182,1999-08-28,6,3
183,1999-09-04,1,16
183,1999-09-04,2,11
183,1999-09-04,3,7
183,1999-09-04,4,40
183,1999-09-04,5,44
183,1999-09-04,6,2
184,1999-09-11,1,9
184,1999-09-11,2,60
184,1999-09-11,3,21
184,1999-09-11,4,16
184,1999-09-11,5,41
184,1999-09-11,6,34
185,1999-09-18,1,59
185,1999-09-18,2,17
185,1999-09-18,3,22
185,1999-09-18,4,46
185,1999-09-18,5,43
185,1999-09-18,6,55
186,1999-09-25,1,24
186,1999-09-25,2,26
186,1999-09-25,3,51
186,1999-09-25,4,25
186,1999-09-25,5,14
186,1999-09-25,6,23
187,1999-10-02,1,6
187,1999-10-02,2,44
187,1999-10-02,3,58
187,1999-10-02,4,41
187,1999-10-02,5,36
187,1999-10-02,6,48
188,1999-10-10,1,34
188,1999-10-10,2,42
188,1999-10-10,3,43
188,1999-10-10,4,46
188,1999-10-10,5,27
188,1999-10-10,6,17
189,1999-10-16,1,41
189,1999-10-16,2,53
189,1999-10-16,3,38
189,1999-10-16,4,4
189,1999-10-16,5,31
189,1999-10-16,6,15
190,1999-10-24,1,32
190,1999-10-24,2,40
190,1999-10-24,3,42
190,1999-10-24,4,21
190,1999-10-24,5,10
190,1999-10-24,6,5
191,1999-10-31,1,58
191,1999-10-31,2,5
191,1999-10-31,3,41
191,1999-10-31,4,3
191,1999-10-31,5,1
191,1999-10-31,6,23
192,1999-11-06,1,1
192,1999-11-06,2,60
192,1999-11-06,3,26
192,1999-11-06,4,41
192,1999-11-06,5,28
192,1999-11-06,6,54
193,1999-11-13,1,12
193,1999-11-13,2,4
193,1999-11-13,3,11
193,1999-11-13,4,49
193,1999-11-13,5,43
193,1999-11-13,6,19
194,1999-11-20,1,32
194,1999-11-20,2,42
194,1999-11-20,3,43
194,1999-11-20,4,25
194,1999-11-20,5,28
194,1999-11-20,6,33
195,1999-11-27,1,17
195,1999-11-27,2,3
195,1999-11-27,3,44
195,1999-11-27,4,37
195,1999-11-27,5,9
195,1999-11-27,6,32
196,1999-12-04,1,32
196,1999-12-04,2,17
196,1999-12-04,3,9
196,1999-12-04,4,14
196,1999-12-04,5,24
196,1999-12-04,6,7
197,1999-12-11,1,19
197,1999-12-11,2,52
197,1999-12-11,3,29
197,1999-12-11,4,15
197,1999-12-11,5,12
197,1999-12-11,6,5
198,1999-12-18,1,40
198,1999-12-18,2,23
198,1999-12-18,3,1
198,1999-12-18,4,18
198,1999-12-18,5,35
198,1999-12-18,6,8
199,1999-12-24,1,52
199,1999-12-24,2,37
199,1999-12-24,3,57
199,1999-12-24,4,16
199,1999-12-24,5,10
199,1999-12-24,6,50
200,1999-12-31,1,12
200,1999-12-31,2,15
200,1999-12-31,3,44
200,1999-12-31,4,34
200,1999-12-31,5,51
200,1999-12-31,6,19
201,2000-01-08,1,55
201,2000-01-08,2,22
201,2000-01-08,3,5
201,2000-01-08,4,30
201,2000-01-08,5,35
201,2000-01-08,6,20
202,2000-01-15,1,49
202,2000-01-15,2,53
202,2000-01-15,3,44
202,2000-01-15,4,12
202,2000-01-15,5,24
202,2000-01-15,6,45
203,2000-01-22,1,11
203,2000-01-22,2,55
203,2000-01-22,3,44
203,2000-01-22,4,19
203,2000-01-22,5,29
203,2000-01-22,6,47
204,2000-01-29,1,31
204,2000-01-29,2,41
204,2000-01-29,3,51
204,2000-01-29,4,39
204,2000-01-29,5,58
204,2000-01-29,6,29
205,2000-02-05,1,26
205,2000-02-05,2,32
205,2000-02-05,3,54
205,2000-02-05,4,43
205,2000-02-05,5,46
205,2000-02-05,6,40
206,2000-02-12,1,20
206,2000-02-12,2,26
206,2000-02-12,3,56
206,2000-02-12,4,18
206,2000-02-12,5,34
206,2000-02-12,6,51
207,2000-02-19,1,19
207,2000-02-19,2,7
207,2000-02-19,3,3
207,2000-02-19,4,55
207,2000-02-19,5,24
207,2000-02-19,6,53
208,2000-02-26,1,23
208,2000-02-26,2,15
208,2000-02-26,3,57
208,2000-02-26,4,24
208,2000-02-26,5,47
208,2000-02-26,6,25
209,2000-03-04,1,13
209,2000-03-04,2,52
209,2000-03-04,3,32
209,2000-03-04,4,41
209,2000-03-04,5,21
209,2000-03-04,6,26
210,2000-03-11,1,37
210,2000-03-11,2,58
210,2000-03-11,3,20
210,2000-03-11,4,38
210,2000-03-11,5,48
210,2000-03-11,6,32
211,2000-03-18,1,10
211,2000-03-18,2,20
211,2000-03-18,3,40
211,2000-03-18,4,45
211,2000-03-18,5,50
211,2000-03-18,6,33
212,2000-03-25,1,29
212,2000-03-25,2,57
212,2000-03-25,3,15
212,2000-03-25,4,45
212,2000-03-25,5,59
212,2000-03-25,6,6
213,2000-04-01,1,3
213,2000-04-01,2,30
213,2000-04-01,3,9
213,2000-04-01,4,35
213,2000-04-01,5,23
213,2000-04-01,6,32
214,2000-04-08,1,30
214,2000-04-08,2,12
214,2000-04-08,3,6
214,2000-04-08,4,50
214,2000-04-08,5,35
214,2000-04-08,6,31
215,2000-04-15,1,7
215,2000-04-15,2,58
215,2000-04-15,3,28
215,2000-04-15,4,53
215,2000-04-15,5,37
215,2000-04-15,6,46
216,2000-04-22,1,35
216,2000-04-22,2,42
216,2000-04-22,3,59
216,2000-04-22,4,18
216,2000-04-22,5,30
216,2000-04-22,6,14
217,2000-04-29,1,27
217,2000-04-29,2,32
217,2000-04-29,3,3
217,2000-04-29,4,51
217,2000-04-29,5,49
217,2000-04-29,6,45
218,2000-05-06,1,54
218,2000-05-06,2,40
218,2000-05-06,3,42
218,2000-05-06,4,17
218,2000-05-06,5,47
218,2000-05-06,6,12
219,2000-05-13,1,26
219,2000-05-13,2,23
219,2000-05-13,3,49
219,2000-05-13,4,28
219,2000-05-13,5,42
219,2000-05-13,6,36
220,2000-05-20,1,36
220,2000-05-20,2,53
220,2000-05-20,3,55
220,2000-05-20,4,13
220,2000-05-20,5,60
220,2000-05-20,6,14
221,2000-05-27,1,54
221,2000-05-27,2,13
221,2000-05-27,3,58
221,2000-05-27,4,43
221,2000-05-27,5,50
221,2000-05-27,6,27
222,2000-06-03,1,5
222,2000-06-03,2,48
222,2000-06-03,3,30
222,2000-06-03,4,55
222,2000-06-03,5,52
222,2000-06-03,6,19
223,2000-06-10,1,28
223,2000-06-10,2,24
223,2000-06-10,3,22
223,2000-06-10,4,2
223,2000-06-10,5,58
223,2000-06-10,6,6
224,2000-06-17,1,20
224,2000-06-17,2,16
224,2000-06-17,3,18
224,2000-06-17,4,7
224,2000-06-17,5,44
224,2000-06-17,6,21
225,2000-06-24,1,21
225,2000-06-24,2,16
225,2000-06-24,3,4
225,2000-06-24,4,37
225,2000-06-24,5,2
225,2000-06-24,6,58
226,2000-07-01,1,2
226,2000-07-01,2,50
226,2000-07-01,3,59
226,2000-07-01,4,38
226,2000-07-01,5,49
226,2000-07-01,6,1
227,2000-07-08,1,37
227,2000-07-08,2,26
227,2000-07-08,3,27
227,2000-07-08,4,42
227,2000-07-08,5,11
227,2000-07-08,6,48
228,2000-07-15,1,16
228,2000-07-15,2,40
228,2000-07-15,3,45
228,2000-07-15,4,59
228,2000-07-15,5,43
228,2000-07-15,6,13
229,2000-07-22,1,39
229,2000-07-22,2,45
229,2000-07-22,3,11
229,2000-07-22,4,21
229,2000-07-22,5,33
229,2000-07-22,6,13
230,2000-07-29,1,56
230,2000-07-29,2,44
230,2000-07-29,3,41
230,2000-07-29,4,40
230,2000-07-29,5,8
230,2000-07-29,6,53
231,2000-08-05,1,16
231,2000-08-05,2,59
231,2000-08-05,3,27
231,2000-08-05,4,42
231,2000-08-05,5,44
231,2000-08-05,6,36
232,2000-08-12,1,29
232,2000-08-12,2,19
232,2000-08-12,3,41
232,2000-08-12,4,22
232,2000-08-12,5,37
232,2000-08-12,6,59
233,2000-08-19,1,45
233,2000-08-19,2,3
233,2000-08-19,3,24
233,2000-08-19,4,36
233,2000-08-19,5,7
233,2000-08-19,6,32
234,2000-08-26,1,15
234,2000-08-26,2,45
234,2000-08-26,3,54
234,2000-08-26,4,25
234,2000-08-26,5,42
234,2000-08-26,6,41
235,2000-09-02,1,29
235,2000-09-02,2,41
235,2000-09-02,3,55
235,2000-09-02,4,2
235,2000-09-02,5,31
235,2000-09-02,6,22
236,2000-09-09,1,10
236,2000-09-09,2,52
236,2000-09-09,3,50
236,2000-09-09,4,57
236,2000-09-09,5,25
236,2000-09-09,6,60
237,2000-09-16,1,36
237,2000-09-16,2,7
237,2000-09-16,3,45
237,2000-09-16,4,31
237,2000-09-16,5,56
237,2000-09-16,6,57
238,2000-09-23,1,15
238,2000-09-23,2,9
238,2000-09-23,3,41
238,2000-09-23,4,13
238,2000-09-23,5,37
238,2000-09-23,6,42
239,2000-09-30,1,33
239,2000-09-30,2,21
239,2000-09-30,3,44
239,2000-09-30,4,46
239,2000-09-30,5,47
239,2000-09-30,6,6
240,2000-10-07,1,59
240,2000-10-07,2,28
240,2000-10-07,3,25
240,2000-10-07,4,41
240,2000-10-07,5,57
240,2000-10-07,6,38
241,2000-10-14,1,11
241,2000-10-14,2,57
241,2000-10-14,3,40
241,2000-10-14,4,35
241,2000-10-14,5,56
241,2000-10-14,6,31
242,2000-10-21,1,22
242,2000-10-21,2,7
242,2000-10-21,3,4
242,2000-10-21,4,21
242,2000-10-21,5,28
242,2000-10-21,6,56
243,2000-10-28,1,20
243,2000-10-28,2,47
243,2000-10-28,3,23
243,2000-10-28,4,32
243,2000-10-28,5,16
243,2000-10-28,6,11
244,2000-11-04,1,19
244,2000-11-04,2,60
244,2000-11-04,3,50
244,2000-11-04,4,24
244,2000-11-04,5,47
244,2000-11-04,6,33
245,2000-11-11,1,44
245,2000-11-11,2,51
245,2000-11-11,3,27
245,2000-11-11,4,53
245,2000-11-11,5,8
245,2000-11-11,6,60
246,2000-11-18,1,2
246,2000-11-18,2,57
246,2000-11-18,3,32
246,2000-11-18,4,43
246,2000-11-18,5,16
246,2000-11-18,6,37
247,2000-11-25,1,34
247,2000-11-25,2,3
247,2000-11-25,3,30
247,2000-11-25,4,10
247,2000-11-25,5,23
247,2000-11-25,6,46
248,2000-12-02,1,56
248,2000-12-02,2,16
248,2000-12-02,3,34
248,2000-12-02,4,41
248,2000-12-02,5,35
248,2000-12-02,6,32
249,2000-12-09,1,21
249,2000-12-09,2,55
249,2000-12-09,3,54
249,2000-12-09,4,40
249,2000-12-09,5,36
249,2000-12-09,6,49
250,2000-12-16,1,55
250,2000-12-16,2,25
250,2000-12-16,3,41
250,2000-12-16,4,42
250,2000-12-16,5,43
250,2000-12-16,6,7
251,2000-12-23,1,34
251,2000-12-23,2,15
251,2000-12-23,3,23
251,2000-12-23,4,55
251,2000-12-23,5,49
251,2000-12-23,6,30
252,2000-12-30,1,17
252,2000-12-30,2,54
252,2000-12-30,3,4
252,2000-12-30,4,51
252,2000-12-30,5,32
252,2000-12-30,6,26
253,2001-01-06,1,12
253,2001-01-06,2,11
253,2001-01-06,3,56
253,2001-01-06,4,44
253,2001-01-06,5,24
253,2001-01-06,6,37
254,2001-01-13,1,4
254,2001-01-13,2,30
254,2001-01-13,3,56
254,2001-01-13,4,21
254,2001-01-13,5,22
254,2001-01-13,6,1
255,2001-01-20,1,32
255,2001-01-20,2,44
255,2001-01-20,3,55
255,2001-01-20,4,19
255,2001-01-20,5,20
255,2001-01-20,6,16
256,2001-01-27,1,21
256,2001-01-27,2,52
256,2001-01-27,3,34
256,2001-01-27,4,26
256,2001-01-27,5,2
256,2001-01-27,6,32
257,2001-02-03,1,28
257,2001-02-03,2,5
257,2001-02-03,3,1
257,2001-02-03,4,34
257,2001-02-03,5,4
257,2001-02-03,6,19
258,2001-02-10,1,12
258,2001-02-10,2,60
258,2001-02-10,3,54
258,2001-02-10,4,7
258,2001-02-10,5,55
258,2001-02-10,6,50
259,2001-02-17,1,20
259,2001-02-17,2,43
259,2001-02-17,3,33
259,2001-02-17,4,13
259,2001-02-17,5,15
259,2001-02-17,6,58
260,2001-02-24,1,43
260,2001-02-24,2,4
260,2001-02-24,3,60
260,2001-02-24,4,59
260,2001-02-24,5,6
260,2001-02-24,6,33
261,2001-03-03,1,5
261,2001-03-03,2,54
261,2001-03-03,3,20
261,2001-03-03,4,56
261,2001-03-03,5,30
261,2001-03-03,6,16
262,2001-03-10,1,53
262,2001-03-10,2,60
262,2001-03-10,3,48
262,2001-03-10,4,20
262,2001-03-10,5,58
262,2001-03-10,6,11
263,2001-03-17,1,8
263,2001-03-17,2,50
263,2001-03-17,3,26
263,2001-03-17,4,9
263,2001-03-17,5,53
263,2001-03-17,6,43
264,2001-03-24,1,5
264,2001-03-24,2,25
264,2001-03-24,3,31
264,2001-03-24,4,13
264,2001-03-24,5,1
264,2001-03-24,6,33
265,2001-03-31,1,7
265,2001-03-31,2,50
265,2001-03-31,3,53
265,2001-03-31,4,16
265,2001-03-31,5,41
265,2001-03-31,6,34
266,2001-04-07,1,38
266,2001-04-07,2,54
266,2001-04-07,3,48
266,2001-04-07,4,23
266,2001-04-07,5,2
266,2001-04-07,6,46
267,2001-04-14,1,58
267,2001-04-14,2,1
267,2001-04-14,3,45
267,2001-04-14,4,55
267,2001-04-14,5,8
267,2001-04-14,6,46
268,2001-04-21,1,21
268,2001-04-21,2,10
268,2001-04-21,3,47
268,2001-04-21,4,6
268,2001-04-21,5,5
268,2001-04-21,6,33
269,2001-04-28,1,19
269,2001-04-28,2,18
269,2001-04-28,3,52
269,2001-04-28,4,25
269,2001-04-28,5,17
269,2001-04-28,6,49
270,2001-05-05,1,45
270,2001-05-05,2,27
270,2001-05-05,3,35
270,2001-05-05,4,40
270,2001-05-05,5,5
270,2001-05-05,6,9
271,2001-05-12,1,14
271,2001-05-12,2,31
271,2001-05-12,3,54
271,2001-05-12,4,29
271,2001-05-12,5,26
271,2001-05-12,6,24
272,2001-05-19,1,36
272,2001-05-19,2,58
272,2001-05-19,3,9
272,2001-05-19,4,10
272,2001-05-19,5,56
272,2001-05-19,6,24
273,2001-05-26,1,47
273,2001-05-26,2,52
273,2001-05-26,3,10
273,2001-05-26,4,27
273,2001-05-26,5,23
273,2001-05-26,6,17
274,2001-06-02,1,11
274,2001-06-02,2,39
274,2001-06-02,3,47
274,2001-06-02,4,18
274,2001-06-02,5,13
274,2001-06-02,6,26
275,2001-06-09,1,16
275,2001-06-09,2,30
275,2001-06-09,3,19
275,2001-06-09,4,38
275,2001-06-09,5,48
275,2001-06-09,6,37
276,2001-06-16,1,53
276,2001-06-16,2,59
276,2001-06-16,3,39
276,2001-06-16,4,45
276,2001-06-16,5,22
276,2001-06-16,6,57
277,2001-06-23,1,40
277,2001-06-23,2,26
277,2001-06-23,3,38
277,2001-06-23,4,4
277,2001-06-23,5,56
277,2001-06-23,6,52
278,2001-06-30,1,22
278,2001-06-30,2,10
278,2001-06-30,3,18
278,2001-06-30,4,55
278,2001-06-30,5,15
278,2001-06-30,6,31
279,2001-07-07,1,31
279,2001-07-07,2,59
279,2001-07-07,3,4
279,2001-07-07,4,58
279,2001-07-07,5,23
279,2001-07-07,6,47
280,2001-07-14,1,5
280,2001-07-14,2,16
280,2001-07-14,3,30
280,2001-07-14,4,25
280,2001-07-14,5,58
280,2001-07-14,6,20
281,2001-07-21,1,11
281,2001-07-21,2,5
281,2001-07-21,3,47
281,2001-07-21,4,31
281,2001-07-21,5,53
281,2001-07-21,6,38
282,2001-07-28,1,33
282,2001-07-28,2,24
282,2001-07-28,3,36
282,2001-07-28,4,9
282,2001-07-28,5,14
282,2001-07-28,6,23
283,2001-08-01,1,48
283,2001-08-01,2,34
283,2001-08-01,3,28
283,2001-08-01,4,54
283,2001-08-01,5,25
283,2001-08-01,6,42
284,2001-08-04,1,8
284,2001-08-04,2,36
284,2001-08-04,3,14
284,2001-08-04,4,32
284,2001-08-04,5,30
284,2001-08-04,6,7
285,2001-08-08,1,50
285,2001-08-08,2,56
285,2001-08-08,3,41
285,2001-08-08,4,12
285,2001-08-08,5,32
285,2001-08-08,6,37
286,2001-08-11,1,44
286,2001-08-11,2,37
286,2001-08-11,3,56
286,2001-08-11,4,29
286,2001-08-11,5,47
286,2001-08-11,6,35
287,2001-08-15,1,60
287,2001-08-15,2,47
287,2001-08-15,3,3
287,2001-08-15,4,33
287,2001-08-15,5,25
287,2001-08-15,6,13
288,2001-08-18,1,50
288,2001-08-18,2,9
288,2001-08-18,3,18
288,2001-08-18,4,11
288,2001-08-18,5,6
288,2001-08-18,6,17
289,2001-08-22,1,36
289,2001-08-22,2,6
289,2001-08-22,3,30
289,2001-08-22,4,20
289,2001-08-22,5,7
289,2001-08-22,6,25
290,2001-08-25,1,57
290,2001-08-25,2,30
290,2001-08-25,3,7
290,2001-08-25,4,25
290,2001-08-25,5,40
290,2001-08-25,6,26
291,2001-08-29,1,22
291,2001-08-29,2,16
291,2001-08-29,3,5
291,2001-08-29,4,41
291,2001-08-29,5,18
291,2001-08-29,6,17
292,2001-09-01,1,24
292,2001-09-01,2,34
292,2001-09-01,3,53
292,2001-09-01,4,45
292,2001-09-01,5,23
292,2001-09-01,6,13
293,2001-09-05,1,6
293,2001-09-05,2,12
293,2001-09-05,3,35
293,2001-09-05,4,5
293,2001-09-05,5,28
293,2001-09-05,6,7
294,2001-09-08,1,28
294,2001-09-08,2,45
294,2001-09-08,3,41
294,2001-09-08,4,22
294,2001-09-08,5,57
294,2001-09-08,6,25
295,2001-09-12,1,24
295,2001-09-12,2,44
295,2001-09-12,3,7
295,2001-09-12,4,31
295,2001-09-12,5,12
295,2001-09-12,6,50
296,2001-09-15,1,20
296,2001-09-15,2,51
296,2001-09-15,3,42
296,2001-09-15,4,3
296,2001-09-15,5,52
296,2001-09-15,6,46
297,2001-09-19,1,20
297,2001-09-19,2,28
297,2001-09-19,3,41
297,2001-09-19,4,1
297,2001-09-19,5,33
297,2001-09-19,6,36
298,2001-09-22,1,22
298,2001-09-22,2,34
298,2001-09-22,3,24
298,2001-09-22,4,23
298,2001-09-22,5,5
298,2001-09-22,6,60
299,2001-09-26,1,7
299,2001-09-26,2,5
299,2001-09-26,3,2
299,2001-09-26,4,53
299,2001-09-26,5,33
299,2001-09-26,6,49
300,2001-09-29,1,27
300,2001-09-29,2,57
300,2001-09-29,3,41
300,2001-09-29,4,38
300,2001-09-29,5,28
300,2001-09-29,6,24
301,2001-10-03,1,58
301,2001-10-03,2,26
301,2001-10-03,3,49
301,2001-10-03,4,57
301,2001-10-03,5,48
301,2001-10-03,6,9
302,2001-10-06,1,25
302,2001-10-06,2,40
302,2001-10-06,3,12
302,2001-10-06,4,60
302,2001-10-06,5,30
302,2001-10-06,6,41
303,2001-10-10,1,7
303,2001-10-10,2,13
303,2001-10-10,3,30
303,2001-10-10,4,37
303,2001-10-10,5,47
303,2001-10-10,6,17
304,2001-10-13,1,42
304,2001-10-13,2,7
304,2001-10-13,3,11
304,2001-10-13,4,34
304,2001-10-13,5,59
304,2001-10-13,6,41
305,2001-10-17,1,11
305,2001-10-17,2,5
305,2001-10-17,3,27
305,2001-10-17,4,60
305,2001-10-17,5,38
305,2001-10-17,6,53
306,2001-10-20,1,30
306,2001-10-20,2,19
306,2001-10-20,3,57
306,2001-10-20,4,41
306,2001-10-20,5,56
306,2001-10-20,6,47
307,2001-10-24,1,26
307,2001-10-24,2,17
307,2001-10-24,3,13
307,2001-10-24,4,41
307,2001-10-24,5,16
307,2001-10-24,6,44
308,2001-10-27,1,55
308,2001-10-27,2,25
308,2001-10-27,3,4
308,2001-10-27,4,11
308,2001-10-27,5,29
308,2001-10-27,6,39
309,2001-10-31,1,39
309,2001-10-31,2,50
309,2001-10-31,3,25
309,2001-10-31,4,55
309,2001-10-31,5,11
309,2001-10-31,6,4
310,2001-11-03,1,28
310,2001-11-03,2,14
310,2001-11-03,3,29
310,2001-11-03,4,2
310,2001-11-03,5,31
310,2001-11-03,6,32
311,2001-11-07,1,32
311,2001-11-07,2,22
311,2001-11-07,3,24
311,2001-11-07,4,41
311,2001-11-07,5,30
311,2001-11-07,6,38
312,2001-11-10,1,14
312,2001-11-10,2,30
312,2001-11-10,3,50
312,2001-11-10,4,41
312,2001-11-10,5,47
312,2001-11-10,6,23
313,2001-11-14,1,14
313,2001-11-14,2,38
313,2001-11-14,3,53
313,2001-11-14,4,24
313,2001-11-14,5,16
313,2001-11-14,6,37
314,2001-11-17,1,5
314,2001-11-17,2,32
314,2001-11-17,3,40
314,2001-11-17,4,58
314,2001-11-17,5,37
314,2001-11-17,6,34
315,2001-11-21,1,50
315,2001-11-21,2,21
315,2001-11-21,3,43
315,2001-11-21,4,12
315,2001-11-21,5,28
315,2001-11-21,6,22
316,2001-11-24,1,28
316,2001-11-24,2,51
316,2001-11-24,3,56
316,2001-11-24,4,6
316,2001-11-24,5,24
316,2001-11-24,6,43
317,2001-11-28,1,27
317,2001-11-28,2,20
317,2001-11-28,3,48
317,2001-11-28,4,16
317,2001-11-28,5,30
317,2001-11-28,6,35
318,2001-12-01,1,19
318,2001-12-01,2,53
318,2001-12-01,3,40
318,2001-12-01,4,3
318,2001-12-01,5,31
318,2001-12-01,6,20
319,2001-12-05,1,12
319,2001-12-05,2,16
319,2001-12-05,3,23
319,2001-12-05,4,17
319,2001-12-05,5,19
319,2001-12-05,6,48
320,2001-12-08,1,20
320,2001-12-08,2,53
320,2001-12-08,3,47
320,2001-12-08,4,50
320,2001-12-08,5,22
320,2001-12-08,6,27
321,2001-12-12,1,11
321,2001-12-12,2,31
321,2001-12-12,3,32
321,2001-12-12,4,48
321,2001-12-12,5,49
321,2001-12-12,6,4
322,2001-12-15,1,18
322,2001-12-15,2,11
322,2001-12-15,3,29
322,2001-12-15,4,44
322,2001-12-15,5,47
322,2001-12-15,6,56
323,2001-12-19,1,31
323,2001-12-19,2,49
323,2001-12-19,3,54
323,2001-12-19,4,33
323,2001-12-19,5,26
323,2001-12-19,6,40
324,2001-12-22,1,22
324,2001-12-22,2,8
324,2001-12-22,3,30
324,2001-12-22,4,15
324,2001-12-22,5,47
324,2001-12-22,6,25
325,2001-12-29,1,4
325,2001-12-29,2,23
325,2001-12-29,3,3
325,2001-12-29,4,1
325,2001-12-29,5,21
325,2001-12-29,6,53
326,2002-01-05,1,52
326,2002-01-05,2,23
326,2002-01-05,3,40
326,2002-01-05,4,51
326,2002-01-05,5,44
326,2002-01-05,6,21
327,2002-01-09,1,46
327,2002-01-09,2,38
327,2002-01-09,3,29
327,2002-01-09,4,33
327,2002-01-09,5,32
327,2002-01-09,6,48
328,2002-01-12,1,51
328,2002-01-12,2,5
328,2002-01-12,3,23
328,2002-01-12,4,7
328,2002-01-12,5,14
328,2002-01-12,6,21
329,2002-01-16,1,24
329,2002-01-16,2,11
329,2002-01-16,3,40
329,2002-01-16,4,12
329,2002-01-16,5,35
329,2002-01-16,6,10
330,2002-01-19,1,2
330,2002-01-19,2,4
330,2002-01-19,3,23
330,2002-01-19,4,37
330,2002-01-19,5,14
330,2002-01-19,6,51
331,2002-01-23,1,27
331,2002-01-23,2,1
331,2002-01-23,3,35
331,2002-01-23,4,20
331,2002-01-23,5,37
331,2002-01-23,6,13
332,2002-01-26,1,28
332,2002-01-26,2,23
332,2002-01-26,3,42
332,2002-01-26,4,29
332,2002-01-26,5,44
332,2002-01-26,6,34
333,2002-01-30,1,35
333,2002-01-30,2,27
333,2002-01-30,3,53
333,2002-01-30,4,44
333,2002-01-30,5,52
333,2002-01-30,6,4
334,2002-02-02,1,41
334,2002-02-02,2,26
334,2002-02-02,3,51
334,2002-02-02,4,14
334,2002-02-02,5,24
334,2002-02-02,6,23
335,2002-02-06,1,43
335,2002-02-06,2,33
335,2002-02-06,3,57
335,2002-02-06,4,23
335,2002-02-06,5,59
335,2002-02-06,6,7
336,2002-02-09,1,2
336,2002-02-09,2,18
336,2002-02-09,3,54
336,2002-02-09,4,22
336,2002-02-09,5,30
336,2002-02-09,6,26
337,2002-02-16,1,31
337,2002-02-16,2,52
337,2002-02-16,3,14
337,2002-02-16,4,54
337,2002-02-16,5,16
337,2002-02-16,6,4
338,2002-02-20,1,48
338,2002-02-20,2,46
338,2002-02-20,3,9
338,2002-02-20,4,1
338,2002-02-20,5,36
338,2002-02-20,6,4
339,2002-02-23,1,13
339,2002-02-23,2,16
339,2002-02-23,3,12
339,2002-02-23,4,5
339,2002-02-23,5,27
339,2002-02-23,6,50
340,2002-02-27,1,10
340,2002-02-27,2,60
340,2002-02-27,3,42
340,2002-02-27,4,9
340,2002-02-27,5,33
340,2002-02-27,6,12
341,2002-03-02,1,56
341,2002-03-02,2,23
341,2002-03-02,3,22
341,2002-03-02,4,43
341,2002-03-02,5,16
341,2002-03-02,6,5
342,2002-03-06,1,29
342,2002-03-06,2,49
342,2002-03-06,3,54
342,2002-03-06,4,51
342,2002-03-06,5,16
342,2002-03-06,6,34
343,2002-03-09,1,4
343,2002-03-09,2,6
343,2002-03-09,3,7
343,2002-03-09,4,24
343,2002-03-09,5,12
343,2002-03-09,6,41
344,2002-03-13,1,33
344,2002-03-13,2,36
344,2002-03-13,3,12
344,2002-03-13,4,35
344,2002-03-13,5,10
344,2002-03-13,6,14
345,2002-03-16,1,56
345,2002-03-16,2,11
345,2002-03-16,3,58
345,2002-03-16,4,46
345,2002-03-16,5,51
345,2002-03-16,6,22
346,2002-03-20,1,56
346,2002-03-20,2,7
346,2002-03-20,3,46
346,2002-03-20,4,60
346,2002-03-20,5,41
346,2002-03-20,6,12
347,2002-03-23,1,26
347,2002-03-23,2,10
347,2002-03-23,3,52
347,2002-03-23,4,1
347,2002-03-23,5,12
347,2002-03-23,6,48
348,2002-03-27,1,39
348,2002-03-27,2,40
348,2002-03-27,3,33
348,2002-03-27,4,52
348,2002-03-27,5,19
348,2002-03-27,6,30
349,2002-03-30,1,9
349,2002-03-30,2,38
349,2002-03-30,3,32
349,2002-03-30,4,8
349,2002-03-30,5,54
349,2002-03-30,6,28
350,2002-04-03,1,23
350,2002-04-03,2,30
350,2002-04-03,3,43
350,2002-04-03,4,10
350,2002-04-03,5,15
350,2002-04-03,6,57
351,2002-04-06,1,15
351,2002-04-06,2,16
351,2002-04-06,3,59
351,2002-04-06,4,60
351,2002-04-06,5,24
351,2002-04-06,6,41
352,2002-04-10,1,49
352,2002-04-10,2,7
352,2002-04-10,3,47
352,2002-04-10,4,25
352,2002-04-10,5,20
352,2002-04-10,6,44
353,2002-04-13,1,60
353,2002-04-13,2,46
353,2002-04-13,3,30
353,2002-04-13,4,55
353,2002-04-13,5,23
353,2002-04-13,6,19
354,2002-04-17,1,40
354,2002-04-17,2,52
354,2002-04-17,3,38
354,2002-04-17,4,16
354,2002-04-17,5,7
354,2002-04-17,6,41
355,2002-04-20,1,2
355,2002-04-20,2,37
355,2002-04-20,3,22
355,2002-04-20,4,60
355,2002-04-20,5,14
355,2002-04-20,6,23
356,2002-04-24,1,54
356,2002-04-24,2,19
356,2002-04-24,3,5
356,2002-04-24,4,58
356,2002-04-24,5,56
356,2002-04-24,6,21
357,2002-04-27,1,45
357,2002-04-27,2,53
357,2002-04-27,3,32
357,2002-04-27,4,2
357,2002-04-27,5,30
357,2002-04-27,6,35
358,2002-05-04,1,40
358,2002-05-04,2,42
358,2002-05-04,3,32
358,2002-05-04,4,12
358,2002-05-04,5,21
358,2002-05-04,6,17
359,2002-05-08,1,31
